CaseID,choice,choice_set,advisory_1,advisory_2,advisory_3,catch_per_trip_1,catch_per_trip_2,catch_per_trip_3,wqi_1,wqi_2,wqi_3,proportion_1,proportion_2,proportion_3,weed_1,weed_2,weed_3,cost_1,cost_2,cost_3
7143,3,4,1.5,0.4,1.15,4,1,2,0.3,0.85,0.47,0.45,0.45,0.85,0.5,0.1,0.3,20,70,0
7143,1,5,0.4,1.15,1.15,1,4,2,0.85,0.3,0.47,0.45,1,0.85,0.5,0.2,0.3,20,70,0
7143,2,6,0.4,0.75,1.15,1,4,2,0.3,0.95,0.47,0.45,0.45,0.85,0.5,0.2,0.3,135,20,0
7149,1,1,0.75,1.15,1.15,1,4,2,0.47,0.95,0.47,0.65,0.45,0.85,0.1,0.5,0.3,20,350,0
7149,2,2,0.75,1.5,1.15,1,4,2,0.3,0.85,0.47,0.45,0.65,0.85,0.5,0.1,0.3,230,20,0
7149,3,3,1.5,1.5,1.15,1,4,2,0.95,0.47,0.47,0.45,1,0.85,0.5,0.1,0.3,135,70,0
7149,3,4,0.4,0.4,1.15,1,3,2,0.3,0.85,0.47,1,0.45,0.85,0.3,0.5,0.3,70,350,0
7149,3,5,1.5,0.4,1.15,1,1,2,0.47,0.95,0.47,0.65,1,0.85,0.1,0.5,0.3,70,230,0
7149,3,6,1.5,1.15,1.15,1,4,2,0.85,0.47,0.47,0.45,0.85,0.85,0.5,0.1,0.3,350,230,0
7150,1,1,0.4,1.5,1.15,4,1,2,0.3,0.47,0.47,0.45,1,0.85,0.2,0.1,0.3,20,135,0
7150,1,2,1.15,1.15,1.15,2,4,2,0.95,0.95,0.47,1,0.45,0.85,0.1,0.5,0.3,70,350,0
7150,3,3,0.4,1.5,1.15,4,3,2,0.3,0.47,0.47,1,0.45,0.85,0.1,0.2,0.3,70,350,0
7150,1,4,0.4,0.4,1.15,1,4,2,0.95,0.3,0.47,0.45,0.65,0.85,0.3,0.1,0.3,20,350,0
7150,3,5,0.4,1.15,1.15,1,4,2,0.3,0.47,0.47,1,1,0.85,0.1,0.5,0.3,20,20,0
7150,1,6,1.5,0.75,1.15,1,2,2,0.3,0.85,0.47,1,0.45,0.85,0.2,0.5,0.3,70,350,0
7152,2,1,1.15,0.4,1.15,1,4,2,0.95,0.85,0.47,0.45,0.85,0.85,0.5,0.1,0.3,350,230,0
7152,2,2,0.4,1.15,1.15,3,1,2,0.3,0.95,0.47,0.45,1,0.85,0.1,0.3,0.3,350,20,0
7152,1,3,1.15,0.4,1.15,1,4,2,0.95,0.85,0.47,0.45,1,0.85,0.1,0.5,0.3,20,70,0
7152,1,4,0.4,1.5,1.15,2,4,2,0.85,0.95,0.47,1,0.45,0.85,0.5,0.5,0.3,70,20,0
7152,1,5,1.5,1.5,1.15,4,1,2,0.85,0.3,0.47,1,0.45,0.85,0.3,0.3,0.3,350,70,0
7152,2,6,0.4,1.5,1.15,2,1,2,0.3,0.47,0.47,1,0.45,0.85,0.5,0.1,0.3,70,20,0
7153,3,1,1.5,0.4,1.15,3,1,2,0.47,0.95,0.47,0.45,1,0.85,0.2,0.5,0.3,350,230,0
7153,2,2,0.4,1.5,1.15,1,4,2,0.85,0.47,0.47,0.45,0.65,0.85,0.2,0.5,0.3,230,20,0
7153,1,3,1.15,0.4,1.15,1,4,2,0.3,0.85,0.47,0.65,0.85,0.85,0.1,0.1,0.3,70,350,0
7153,3,4,0.4,1.5,1.15,1,4,2,0.95,0.95,0.47,0.85,0.45,0.85,0.2,0.3,0.3,350,230,0
7153,3,5,0.4,1.15,1.15,1,4,2,0.47,0.95,0.47,0.45,0.45,0.85,0.3,0.1,0.3,350,70,0
7153,2,6,0.4,0.75,1.15,2,4,2,0.3,0.95,0.47,0.85,0.45,0.85,0.2,0.5,0.3,135,20,0
7156,3,1,1.5,0.75,1.15,4,1,2,0.85,0.3,0.47,0.85,0.45,0.85,0.2,0.5,0.3,20,350,0
7156,3,2,0.4,0.75,1.15,4,1,2,0.85,0.95,0.47,0.85,1,0.85,0.5,0.1,0.3,20,350,0
7156,3,3,1.15,0.75,1.15,1,4,2,0.95,0.47,0.47,1,0.45,0.85,0.3,0.1,0.3,70,20,0
7156,3,4,0.4,1.5,1.15,2,4,2,0.3,0.3,0.47,0.85,0.85,0.85,0.2,0.5,0.3,350,20,0
7156,3,5,0.75,1.15,1.15,4,1,2,0.85,0.95,0.47,1,0.45,0.85,0.5,0.1,0.3,70,230,0
7156,3,6,1.15,0.4,1.15,4,1,2,0.3,0.95,0.47,1,1,0.85,0.2,0.5,0.3,135,135,0
7157,3,1,1.15,1.5,1.15,4,1,2,0.95,0.3,0.47,0.65,0.45,0.85,0.1,0.5,0.3,350,135,0
7157,3,2,0.4,1.15,1.15,2,3,2,0.95,0.47,0.47,0.45,0.85,0.85,0.1,0.5,0.3,350,20,0
7157,3,3,0.75,1.5,1.15,4,1,2,0.85,0.3,0.47,0.85,0.45,0.85,0.5,0.1,0.3,70,70,0
7157,3,4,1.5,0.75,1.15,4,1,2,0.85,0.3,0.47,1,0.85,0.85,0.2,0.5,0.3,350,70,0
7157,3,5,1.5,0.4,1.15,1,3,2,0.95,0.47,0.47,1,0.65,0.85,0.1,0.5,0.3,70,230,0
7157,3,6,0.4,1.5,1.15,1,4,2,0.85,0.3,0.47,0.65,1,0.85,0.1,0.3,0.3,70,20,0
7162,1,1,0.4,1.5,1.15,2,1,2,0.3,0.95,0.47,0.45,1,0.85,0.1,0.5,0.3,350,70,0
7162,2,2,0.4,0.75,1.15,2,4,2,0.47,0.95,0.47,0.85,0.45,0.85,0.5,0.1,0.3,20,350,0
7162,2,3,1.5,1.15,1.15,4,2,2,0.95,0.3,0.47,1,0.45,0.85,0.5,0.1,0.3,135,350,0
7162,1,4,1.5,0.4,1.15,1,3,2,0.3,0.95,0.47,0.85,0.65,0.85,0.1,0.5,0.3,20,20,0
7162,2,5,1.5,1.15,1.15,3,1,2,0.3,0.95,0.47,1,0.45,0.85,0.3,0.5,0.3,70,350,0
7162,2,6,0.4,1.5,1.15,2,3,2,0.95,0.85,0.47,0.45,1,0.85,0.5,0.3,0.3,20,350,0
7164,2,1,1.5,0.4,1.15,1,4,2,0.95,0.3,0.47,0.85,0.45,0.85,0.1,0.5,0.3,230,135,0
7164,1,2,1.5,0.4,1.15,1,4,2,0.3,0.47,0.47,0.45,0.85,0.85,0.1,0.1,0.3,20,350,0
7164,2,3,1.5,0.4,1.15,4,2,2,0.85,0.3,0.47,1,1,0.85,0.1,0.5,0.3,230,70,0
7164,2,4,1.15,0.4,1.15,2,4,2,0.3,0.3,0.47,1,0.45,0.85,0.2,0.1,0.3,20,350,0
7164,1,5,0.4,0.75,1.15,2,2,2,0.3,0.3,0.47,0.45,1,0.85,0.1,0.5,0.3,350,20,0
7164,2,6,0.75,1.15,1.15,3,1,2,0.95,0.3,0.47,1,0.45,0.85,0.2,0.5,0.3,350,135,0
7166,2,1,1.5,0.4,1.15,1,4,2,0.47,0.3,0.47,1,0.45,0.85,0.1,0.2,0.3,135,20,0
7166,3,2,1.15,1.15,1.15,4,2,2,0.95,0.95,0.47,0.45,1,0.85,0.5,0.1,0.3,350,70,0
7166,3,3,1.5,0.4,1.15,3,4,2,0.47,0.3,0.47,0.45,1,0.85,0.2,0.1,0.3,350,70,0
7166,2,4,0.4,0.4,1.15,4,1,2,0.3,0.95,0.47,0.65,0.45,0.85,0.1,0.3,0.3,350,20,0
7166,3,5,1.15,0.4,1.15,4,1,2,0.47,0.3,0.47,1,1,0.85,0.5,0.1,0.3,20,20,0
7166,3,6,1.5,0.75,1.15,1,2,2,0.3,0.85,0.47,1,0.45,0.85,0.2,0.5,0.3,70,350,0
7174,1,1,1.15,0.4,1.15,1,4,2,0.3,0.85,0.47,0.65,1,0.85,0.1,0.5,0.3,20,350,0
7174,1,2,0.4,1.5,1.15,4,1,2,0.95,0.85,0.47,1,0.45,0.85,0.5,0.2,0.3,135,230,0
7174,1,3,0.4,1.5,1.15,1,4,2,0.47,0.95,0.47,0.45,0.85,0.85,0.1,0.2,0.3,135,350,0
7174,3,4,0.4,0.4,1.15,4,4,2,0.47,0.95,0.47,1,0.45,0.85,0.5,0.1,0.3,20,230,0
7174,2,5,0.4,1.5,1.15,1,4,2,0.95,0.85,0.47,0.85,0.85,0.85,0.2,0.1,0.3,350,70,0
7174,3,6,1.5,1.15,1.15,1,4,2,0.85,0.3,0.47,1,0.45,0.85,0.2,0.1,0.3,70,70,0
7176,3,1,0.4,1.15,1.15,1,4,2,0.95,0.85,0.47,0.45,1,0.85,0.5,0.3,0.3,230,20,0
7176,1,2,1.5,0.4,1.15,2,2,2,0.95,0.3,0.47,0.45,0.45,0.85,0.3,0.1,0.3,20,350,0
7176,2,3,1.5,0.75,1.15,4,2,2,0.85,0.95,0.47,1,0.45,0.85,0.5,0.1,0.3,135,20,0
7176,1,4,1.5,0.4,1.15,3,4,2,0.95,0.3,0.47,0.45,0.65,0.85,0.3,0.5,0.3,350,70,0
7176,1,5,0.4,1.5,1.15,1,4,2,0.95,0.47,0.47,0.65,1,0.85,0.1,0.1,0.3,20,70,0
7176,3,6,1.15,1.5,1.15,1,4,2,0.47,0.3,0.47,0.65,0.65,0.85,0.1,0.5,0.3,350,20,0
7177,2,1,1.5,0.4,1.15,1,4,2,0.85,0.85,0.47,0.45,1,0.85,0.2,0.5,0.3,20,20,0
7177,2,2,1.15,0.4,1.15,4,1,2,0.95,0.47,0.47,0.45,0.85,0.85,0.5,0.5,0.3,350,70,0
7177,1,3,0.4,1.5,1.15,4,2,2,0.47,0.95,0.47,0.65,1,0.85,0.2,0.5,0.3,230,20,0
7177,2,4,0.75,0.75,1.15,4,1,2,0.3,0.85,0.47,0.45,1,0.85,0.5,0.1,0.3,350,350,0
7177,3,5,0.75,0.75,1.15,1,4,2,0.3,0.47,0.47,0.45,1,0.85,0.5,0.1,0.3,350,350,0
7177,1,6,1.5,0.4,1.15,2,4,2,0.95,0.85,0.47,0.45,0.85,0.85,0.1,0.5,0.3,70,135,0
7178,1,1,1.5,0.4,1.15,1,2,2,0.95,0.3,0.47,1,0.45,0.85,0.5,0.1,0.3,70,350,0
7178,3,2,0.75,0.4,1.15,4,2,2,0.95,0.47,0.47,0.45,0.85,0.85,0.1,0.5,0.3,350,20,0
7178,2,3,1.15,1.5,1.15,2,4,2,0.3,0.95,0.47,0.45,1,0.85,0.1,0.5,0.3,350,135,0
7178,1,4,0.4,1.5,1.15,3,1,2,0.95,0.3,0.47,0.65,0.85,0.85,0.5,0.1,0.3,20,20,0
7178,3,5,1.5,1.15,1.15,3,1,2,0.3,0.95,0.47,1,0.45,0.85,0.3,0.5,0.3,70,350,0
7178,2,6,1.5,0.4,1.15,3,2,2,0.85,0.95,0.47,1,0.45,0.85,0.3,0.5,0.3,350,20,0
7179,2,1,0.4,1.5,1.15,4,1,2,0.47,0.95,0.47,0.65,0.85,0.85,0.3,0.1,0.3,20,350,0
7179,1,2,0.4,1.5,1.15,4,1,2,0.85,0.95,0.47,0.45,1,0.85,0.3,0.1,0.3,70,70,0
7179,2,3,0.75,1.15,1.15,1,2,2,0.3,0.95,0.47,0.65,0.65,0.85,0.1,0.5,0.3,20,350,0
7179,2,4,0.4,1.5,1.15,2,2,2,0.95,0.47,0.47,1,0.45,0.85,0.5,0.1,0.3,135,135,0
7179,2,5,0.4,1.5,1.15,4,3,2,0.47,0.95,0.47,0.65,0.65,0.85,0.1,0.2,0.3,20,350,0
7179,1,6,0.4,1.5,1.15,4,3,2,0.3,0.3,0.47,1,0.45,0.85,0.5,0.1,0.3,350,135,0
7180,3,1,1.5,0.4,1.15,1,4,2,0.95,0.3,0.47,0.85,0.45,0.85,0.1,0.5,0.3,230,135,0
7180,3,2,1.5,0.4,1.15,1,4,2,0.3,0.47,0.47,0.45,0.85,0.85,0.1,0.1,0.3,20,350,0
7180,3,3,1.5,0.4,1.15,4,2,2,0.85,0.3,0.47,1,1,0.85,0.1,0.5,0.3,230,70,0
7180,3,4,1.15,0.4,1.15,2,4,2,0.3,0.3,0.47,1,0.45,0.85,0.2,0.1,0.3,20,350,0
7180,3,5,0.4,0.75,1.15,2,2,2,0.3,0.3,0.47,0.45,1,0.85,0.1,0.5,0.3,350,20,0
7180,3,6,0.75,1.15,1.15,3,1,2,0.95,0.3,0.47,1,0.45,0.85,0.2,0.5,0.3,350,135,0
7181,2,1,1.15,0.75,1.15,4,1,2,0.95,0.47,0.47,0.45,0.65,0.85,0.5,0.1,0.3,350,20,0
7181,2,2,1.5,0.75,1.15,4,1,2,0.85,0.3,0.47,0.65,0.45,0.85,0.1,0.5,0.3,20,230,0
7181,2,3,1.5,1.5,1.15,1,4,2,0.95,0.47,0.47,0.45,1,0.85,0.5,0.1,0.3,135,70,0
7181,1,4,0.4,0.4,1.15,3,1,2,0.85,0.3,0.47,0.45,1,0.85,0.5,0.3,0.3,350,70,0
7181,1,5,0.4,1.5,1.15,1,1,2,0.95,0.47,0.47,1,0.65,0.85,0.5,0.1,0.3,230,70,0
7181,1,6,1.15,1.5,1.15,4,1,2,0.47,0.85,0.47,0.85,0.45,0.85,0.1,0.5,0.3,230,350,0
7183,2,1,1.5,0.4,1.15,4,1,2,0.85,0.85,0.47,1,0.45,0.85,0.3,0.5,0.3,20,230,0
7183,2,2,0.4,1.5,1.15,1,2,2,0.47,0.95,0.47,0.45,0.45,0.85,0.1,0.3,0.3,350,20,0
7183,2,3,0.75,0.4,1.15,1,4,2,0.47,0.85,0.47,1,0.45,0.85,0.1,0.5,0.3,135,20,0
7183,1,4,1.5,0.4,1.15,4,4,2,0.95,0.3,0.47,0.65,0.45,0.85,0.2,0.5,0.3,230,20,0
7183,1,5,0.4,0.75,1.15,3,1,2,0.3,0.95,0.47,0.45,1,0.85,0.1,0.2,0.3,350,70,0
7183,3,6,1.5,0.75,1.15,1,4,2,0.47,0.85,0.47,0.65,1,0.85,0.5,0.1,0.3,70,230,0
7184,1,1,0.4,1.15,1.15,4,1,2,0.85,0.95,0.47,0.85,0.45,0.85,0.1,0.5,0.3,230,350,0
7184,2,2,1.15,0.4,1.15,1,3,2,0.95,0.3,0.47,1,0.45,0.85,0.3,0.1,0.3,20,350,0
7184,2,3,0.4,1.15,1.15,4,1,2,0.85,0.95,0.47,1,0.45,0.85,0.5,0.1,0.3,70,20,0
7184,1,4,1.5,0.4,1.15,4,2,2,0.95,0.85,0.47,0.45,1,0.85,0.5,0.5,0.3,20,70,0
7184,3,5,1.5,1.5,1.15,4,1,2,0.85,0.3,0.47,1,0.45,0.85,0.3,0.3,0.3,350,70,0
7184,3,6,1.5,0.4,1.15,1,2,2,0.47,0.3,0.47,0.45,1,0.85,0.1,0.5,0.3,20,70,0
7188,3,1,1.5,0.75,1.15,4,1,2,0.85,0.3,0.47,0.85,0.45,0.85,0.2,0.5,0.3,20,350,0
7188,3,2,0.75,0.4,1.15,1,4,2,0.95,0.85,0.47,1,0.85,0.85,0.1,0.5,0.3,350,20,0
7188,3,3,1.15,0.75,1.15,1,4,2,0.95,0.47,0.47,1,0.45,0.85,0.3,0.1,0.3,70,20,0
7188,3,4,1.5,0.4,1.15,4,2,2,0.3,0.3,0.47,0.85,0.85,0.85,0.5,0.2,0.3,20,350,0
7188,3,5,0.75,1.15,1.15,4,1,2,0.85,0.95,0.47,1,0.45,0.85,0.5,0.1,0.3,70,230,0
7188,3,6,0.4,1.15,1.15,1,4,2,0.95,0.3,0.47,1,1,0.85,0.5,0.2,0.3,135,135,0
7191,3,1,0.4,1.5,1.15,1,3,2,0.47,0.85,0.47,0.45,1,0.85,0.1,0.5,0.3,135,70,0
7191,3,2,0.4,1.15,1.15,4,1,2,0.95,0.47,0.47,1,0.65,0.85,0.1,0.5,0.3,350,350,0
7191,2,3,0.75,1.5,1.15,1,4,2,0.3,0.95,0.47,0.65,1,0.85,0.5,0.2,0.3,350,20,0
7191,1,4,1.5,0.4,1.15,4,1,2,0.3,0.85,0.47,0.45,0.45,0.85,0.5,0.1,0.3,20,70,0
7191,1,5,0.4,1.15,1.15,1,4,2,0.85,0.3,0.47,0.45,1,0.85,0.5,0.2,0.3,20,70,0
7191,1,6,0.75,0.4,1.15,4,1,2,0.95,0.3,0.47,0.45,0.45,0.85,0.2,0.5,0.3,20,135,0
7193,1,1,0.4,1.5,1.15,4,1,2,0.85,0.85,0.47,1,0.45,0.85,0.5,0.2,0.3,20,20,0
7193,3,2,1.15,0.4,1.15,4,1,2,0.95,0.47,0.47,0.45,0.85,0.85,0.5,0.5,0.3,350,70,0
7193,3,3,1.5,0.4,1.15,2,4,2,0.95,0.47,0.47,1,0.65,0.85,0.5,0.2,0.3,20,230,0
7193,3,4,0.75,0.75,1.15,4,1,2,0.3,0.85,0.47,0.45,1,0.85,0.5,0.1,0.3,350,350,0
7193,3,5,0.75,0.75,1.15,1,4,2,0.3,0.47,0.47,0.45,1,0.85,0.5,0.1,0.3,350,350,0
7193,3,6,1.5,0.4,1.15,2,4,2,0.95,0.85,0.47,0.45,0.85,0.85,0.1,0.5,0.3,70,135,0
7196,2,1,1.5,0.4,1.15,1,4,2,0.95,0.3,0.47,0.85,0.45,0.85,0.1,0.5,0.3,230,135,0
7196,1,2,1.5,0.4,1.15,1,4,2,0.3,0.47,0.47,0.45,0.85,0.85,0.1,0.1,0.3,20,350,0
7196,1,3,0.4,1.5,1.15,2,4,2,0.3,0.85,0.47,1,1,0.85,0.5,0.1,0.3,70,230,0
7196,1,4,1.15,0.4,1.15,2,4,2,0.3,0.3,0.47,1,0.45,0.85,0.2,0.1,0.3,20,350,0
7196,2,5,0.4,0.75,1.15,2,2,2,0.3,0.3,0.47,0.45,1,0.85,0.1,0.5,0.3,350,20,0
7196,3,6,1.15,0.75,1.15,1,3,2,0.3,0.95,0.47,0.45,1,0.85,0.5,0.2,0.3,135,350,0
7198,1,1,0.4,1.5,1.15,4,1,2,0.3,0.47,0.47,0.45,1,0.85,0.2,0.1,0.3,20,135,0
7198,1,2,1.15,1.15,1.15,2,4,2,0.95,0.95,0.47,1,0.45,0.85,0.1,0.5,0.3,70,350,0
7198,2,3,1.5,0.4,1.15,3,4,2,0.47,0.3,0.47,0.45,1,0.85,0.2,0.1,0.3,350,70,0
7198,1,4,0.4,0.4,1.15,1,4,2,0.95,0.3,0.47,0.45,0.65,0.85,0.3,0.1,0.3,20,350,0
7198,2,5,0.4,1.15,1.15,1,4,2,0.3,0.47,0.47,1,1,0.85,0.1,0.5,0.3,20,20,0
7198,2,6,0.75,1.5,1.15,2,1,2,0.85,0.3,0.47,0.45,1,0.85,0.5,0.2,0.3,350,70,0
7200,3,1,0.4,1.15,1.15,4,1,2,0.85,0.95,0.47,0.85,0.45,0.85,0.1,0.5,0.3,230,350,0
7200,1,2,1.15,0.4,1.15,1,3,2,0.95,0.3,0.47,1,0.45,0.85,0.3,0.1,0.3,20,350,0
7200,1,3,0.4,1.15,1.15,4,1,2,0.85,0.95,0.47,1,0.45,0.85,0.5,0.1,0.3,70,20,0
7200,2,4,0.4,1.5,1.15,2,4,2,0.85,0.95,0.47,1,0.45,0.85,0.5,0.5,0.3,70,20,0
7200,1,5,1.5,1.5,1.15,4,1,2,0.85,0.3,0.47,1,0.45,0.85,0.3,0.3,0.3,350,70,0
7200,1,6,1.5,0.4,1.15,1,2,2,0.47,0.3,0.47,0.45,1,0.85,0.1,0.5,0.3,20,70,0
7201,2,1,1.5,0.4,1.15,3,1,2,0.47,0.95,0.47,0.45,1,0.85,0.2,0.5,0.3,350,230,0
7201,2,2,0.4,1.5,1.15,1,4,2,0.85,0.47,0.47,0.45,0.65,0.85,0.2,0.5,0.3,230,20,0
7201,1,3,1.15,0.4,1.15,1,4,2,0.3,0.85,0.47,0.65,0.85,0.85,0.1,0.1,0.3,70,350,0
7201,1,4,1.5,0.4,1.15,4,1,2,0.95,0.95,0.47,0.45,0.85,0.85,0.3,0.2,0.3,230,350,0
7201,1,5,1.15,0.4,1.15,4,1,2,0.95,0.47,0.47,0.45,0.45,0.85,0.1,0.3,0.3,70,350,0
7201,2,6,0.75,0.4,1.15,4,2,2,0.95,0.3,0.47,0.45,0.85,0.85,0.5,0.2,0.3,20,135,0
7202,3,1,0.4,1.5,1.15,1,2,2,0.3,0.95,0.47,0.65,0.45,0.85,0.5,0.1,0.3,70,350,0
7202,3,2,0.75,0.75,1.15,3,1,2,0.95,0.47,0.47,0.45,1,0.85,0.5,0.1,0.3,350,70,0
7202,2,3,1.5,1.5,1.15,1,4,2,0.95,0.3,0.47,0.45,0.65,0.85,0.3,0.1,0.3,350,20,0
7202,3,4,0.75,1.15,1.15,1,3,2,0.3,0.47,0.47,1,0.45,0.85,0.1,0.5,0.3,20,350,0
7202,2,5,0.4,1.5,1.15,2,4,2,0.3,0.3,0.47,0.85,0.45,0.85,0.2,0.2,0.3,350,20,0
7202,3,6,0.75,1.5,1.15,1,4,2,0.47,0.85,0.47,0.85,1,0.85,0.5,0.1,0.3,135,350,0
7203,3,1,0.75,1.5,1.15,1,3,2,0.95,0.3,0.47,1,0.45,0.85,0.1,0.1,0.3,350,20,0
7203,1,2,1.5,0.4,1.15,2,2,2,0.85,0.95,0.47,0.45,1,0.85,0.5,0.1,0.3,135,20,0
7203,3,3,1.15,1.5,1.15,1,4,2,0.95,0.47,0.47,1,0.45,0.85,0.1,0.5,0.3,230,70,0
7203,1,4,1.5,0.4,1.15,1,3,2,0.95,0.47,0.47,1,0.45,0.85,0.5,0.3,0.3,70,20,0
7203,3,5,0.75,1.5,1.15,4,1,2,0.95,0.3,0.47,0.85,0.45,0.85,0.5,0.5,0.3,230,20,0
7203,1,6,1.5,0.4,1.15,2,4,2,0.95,0.3,0.47,0.65,0.85,0.85,0.5,0.2,0.3,135,70,0
7205,2,1,1.5,1.15,1.15,1,4,2,0.3,0.95,0.47,0.45,0.65,0.85,0.5,0.1,0.3,135,350,0
7205,2,2,1.15,0.4,1.15,3,2,2,0.47,0.95,0.47,0.85,0.45,0.85,0.5,0.1,0.3,20,350,0
7205,2,3,1.5,0.75,1.15,1,4,2,0.3,0.85,0.47,0.45,0.85,0.85,0.1,0.5,0.3,70,70,0
7205,2,4,1.5,0.75,1.15,4,1,2,0.85,0.3,0.47,1,0.85,0.85,0.2,0.5,0.3,350,70,0
7205,2,5,1.5,0.4,1.15,1,3,2,0.95,0.47,0.47,1,0.65,0.85,0.1,0.5,0.3,70,230,0
7205,1,6,0.4,1.5,1.15,1,4,2,0.85,0.3,0.47,0.65,1,0.85,0.1,0.3,0.3,70,20,0
7207,2,1,1.5,0.4,1.15,3,1,2,0.85,0.47,0.47,1,0.45,0.85,0.5,0.1,0.3,70,135,0
7207,2,2,0.4,1.15,1.15,4,1,2,0.95,0.47,0.47,1,0.65,0.85,0.1,0.5,0.3,350,350,0
7207,2,3,1.5,0.75,1.15,4,1,2,0.95,0.3,0.47,1,0.65,0.85,0.2,0.5,0.3,20,350,0
7207,2,4,1.5,0.4,1.15,4,1,2,0.3,0.85,0.47,0.45,0.45,0.85,0.5,0.1,0.3,20,70,0
7207,1,5,0.4,1.15,1.15,1,4,2,0.85,0.3,0.47,0.45,1,0.85,0.5,0.2,0.3,20,70,0
7207,2,6,0.4,0.75,1.15,1,4,2,0.3,0.95,0.47,0.45,0.45,0.85,0.5,0.2,0.3,135,20,0
7209,1,1,0.4,1.5,1.15,4,1,2,0.85,0.85,0.47,1,0.45,0.85,0.5,0.2,0.3,20,20,0
7209,1,2,0.4,1.15,1.15,1,4,2,0.47,0.95,0.47,0.85,0.45,0.85,0.5,0.5,0.3,70,350,0
7209,1,3,1.5,0.4,1.15,2,4,2,0.95,0.47,0.47,1,0.65,0.85,0.5,0.2,0.3,20,230,0
7209,3,4,0.75,0.75,1.15,4,1,2,0.3,0.85,0.47,0.45,1,0.85,0.5,0.1,0.3,350,350,0
7209,2,5,0.75,0.75,1.15,4,1,2,0.47,0.3,0.47,1,0.45,0.85,0.1,0.5,0.3,350,350,0
7209,3,6,0.4,1.5,1.15,4,2,2,0.85,0.95,0.47,0.85,0.45,0.85,0.5,0.1,0.3,135,70,0
7211,1,1,0.4,1.5,1.15,4,1,2,0.47,0.95,0.47,0.65,0.85,0.85,0.3,0.1,0.3,20,350,0
7211,1,2,0.4,1.5,1.15,4,1,2,0.85,0.95,0.47,0.45,1,0.85,0.3,0.1,0.3,70,70,0
7211,1,3,0.75,1.15,1.15,1,2,2,0.3,0.95,0.47,0.65,0.65,0.85,0.1,0.5,0.3,20,350,0
7211,3,4,0.4,1.5,1.15,2,2,2,0.95,0.47,0.47,1,0.45,0.85,0.5,0.1,0.3,135,135,0
7211,2,5,1.5,0.4,1.15,3,4,2,0.95,0.47,0.47,0.65,0.65,0.85,0.2,0.1,0.3,350,20,0
7211,3,6,1.5,0.4,1.15,3,4,2,0.3,0.3,0.47,0.45,1,0.85,0.1,0.5,0.3,135,350,0
7212,3,1,0.4,1.5,1.15,4,1,2,0.3,0.95,0.47,0.45,0.85,0.85,0.5,0.1,0.3,135,230,0
7212,1,2,1.5,0.4,1.15,1,4,2,0.3,0.47,0.47,0.45,0.85,0.85,0.1,0.1,0.3,20,350,0
7212,3,3,0.4,1.5,1.15,2,4,2,0.3,0.85,0.47,1,1,0.85,0.5,0.1,0.3,70,230,0
7212,1,4,1.15,0.4,1.15,2,4,2,0.3,0.3,0.47,1,0.45,0.85,0.2,0.1,0.3,20,350,0
7212,2,5,0.4,0.75,1.15,2,2,2,0.3,0.3,0.47,0.45,1,0.85,0.1,0.5,0.3,350,20,0
7212,3,6,1.15,0.75,1.15,1,3,2,0.3,0.95,0.47,0.45,1,0.85,0.5,0.2,0.3,135,350,0
7215,3,1,0.4,1.5,1.15,1,4,2,0.85,0.85,0.47,0.45,1,0.85,0.5,0.3,0.3,230,20,0
7215,1,2,1.5,0.4,1.15,2,1,2,0.95,0.47,0.47,0.45,0.45,0.85,0.3,0.1,0.3,20,350,0
7215,1,3,0.4,0.75,1.15,4,1,2,0.85,0.47,0.47,0.45,1,0.85,0.5,0.1,0.3,20,135,0
7215,3,4,1.5,0.4,1.15,4,4,2,0.95,0.3,0.47,0.65,0.45,0.85,0.2,0.5,0.3,230,20,0
7215,1,5,0.75,0.4,1.15,1,3,2,0.95,0.3,0.47,1,0.45,0.85,0.2,0.1,0.3,70,350,0
7215,3,6,0.75,1.5,1.15,4,1,2,0.85,0.47,0.47,1,0.65,0.85,0.1,0.5,0.3,230,70,0
7219,2,1,0.75,1.5,1.15,1,3,2,0.95,0.3,0.47,1,0.45,0.85,0.1,0.1,0.3,350,20,0
7219,2,2,1.5,0.4,1.15,2,2,2,0.85,0.95,0.47,0.45,1,0.85,0.5,0.1,0.3,135,20,0
7219,3,3,1.5,1.15,1.15,4,1,2,0.47,0.95,0.47,0.45,1,0.85,0.5,0.1,0.3,70,230,0
7219,2,4,1.5,0.4,1.15,1,3,2,0.95,0.47,0.47,1,0.45,0.85,0.5,0.3,0.3,70,20,0
7219,3,5,0.75,1.5,1.15,4,1,2,0.95,0.3,0.47,0.85,0.45,0.85,0.5,0.5,0.3,230,20,0
7219,2,6,1.5,0.4,1.15,2,4,2,0.95,0.3,0.47,0.65,0.85,0.85,0.5,0.2,0.3,135,70,0
7220,2,1,0.75,1.5,1.15,1,4,2,0.3,0.85,0.47,0.45,0.85,0.85,0.5,0.2,0.3,350,20,0
7220,1,2,0.4,0.75,1.15,4,1,2,0.85,0.95,0.47,0.85,1,0.85,0.5,0.1,0.3,20,350,0
7220,2,3,1.15,0.75,1.15,1,4,2,0.95,0.47,0.47,1,0.45,0.85,0.3,0.1,0.3,70,20,0
7220,2,4,0.4,1.5,1.15,2,4,2,0.3,0.3,0.47,0.85,0.85,0.85,0.2,0.5,0.3,350,20,0
